,lcoe_fcr-stdev
mean,0.6692392230033875
std,0.2667953372001648
min,0.010093691758811474
25%,0.4456634521484375
50%,0.7229690551757812
75%,0.8524856567382812
max,1.1630172729492188
sum,38.146636962890625
