latitude,longitude,elevation,timezone,country,state,county,gid,config
39.69,-108.98,2056,-7,United States,Colorado,Rio Blanco,391608,default
39.65,-108.98,2166,-7,United States,Colorado,Garfield,391609,default
39.61,-108.98,2387,-7,United States,Colorado,Garfield,391610,default
39.57,-108.98,2496,-7,United States,Colorado,Garfield,391611,default
39.53,-108.98,2208,-7,United States,Colorado,Garfield,391612,default
39.49,-108.98,2087,-7,United States,Colorado,Garfield,391613,default
39.45,-108.98,1966,-7,United States,Colorado,Garfield,391614,default
39.41,-108.98,1597,-7,United States,Colorado,Garfield,391615,default
39.37,-108.98,1534,-7,United States,Colorado,Garfield,391616,default
39.33,-108.98,1496,-7,United States,Colorado,Mesa,391617,default
39.29,-108.98,1455,-7,United States,Colorado,Mesa,391618,default
39.25,-108.98,1457,-7,United States,Colorado,Mesa,391619,default
39.21,-108.98,1512,-7,United States,Colorado,Mesa,391620,default
39.17,-108.98,1505,-7,United States,Colorado,Mesa,391621,default
39.13,-108.98,1503,-7,United States,Colorado,Mesa,391622,default
39.09,-108.98,1716,-7,United States,Colorado,Mesa,391623,default
39.05,-108.98,1809,-7,United States,Colorado,Mesa,391624,default
39.01,-108.98,1899,-7,United States,Colorado,Mesa,391625,default
38.97,-108.98,2056,-7,United States,Colorado,Mesa,391626,default
38.93,-108.98,2166,-7,United States,Colorado,Mesa,391627,default
38.89,-108.98,2409,-7,United States,Colorado,Mesa,391628,default
38.85,-108.98,2580,-7,United States,Colorado,Mesa,391629,default
38.81,-108.98,2407,-7,United States,Colorado,Mesa,391630,default
38.77,-108.98,1932,-7,United States,Colorado,Mesa,391631,default
38.73,-108.98,1661,-7,United States,Colorado,Mesa,391632,default
38.69,-108.98,1468,-7,United States,Colorado,Mesa,391633,default
38.65,-108.98,1757,-7,United States,Colorado,Mesa,391634,default
38.61,-108.98,2032,-7,United States,Colorado,Mesa,391635,default
38.57,-108.98,2139,-7,United States,Colorado,Mesa,391636,default
38.53,-108.98,1958,-7,United States,Colorado,Mesa,391637,default
38.49,-108.98,1777,-7,United States,Colorado,Montrose,391638,default
38.45,-108.98,2173,-7,United States,Colorado,Montrose,391639,default
38.41,-108.98,1777,-7,United States,Colorado,Montrose,391640,default
38.37,-108.98,1691,-7,United States,Colorado,Montrose,391641,default
38.33,-108.98,1872,-7,United States,Colorado,Montrose,391642,default
38.29,-108.98,2026,-7,United States,Colorado,Montrose,391643,default
38.25,-108.98,1951,-7,United States,Colorado,Montrose,391644,default
38.21,-108.98,1697,-7,United States,Colorado,Montrose,391645,default
38.17,-108.98,1764,-7,United States,Colorado,Montrose,391646,default
38.13,-108.98,1992,-7,United States,Colorado,San Miguel,391647,default
38.09,-108.98,1951,-7,United States,Colorado,San Miguel,391648,default
38.05,-108.98,2107,-7,United States,Colorado,San Miguel,391649,default
38.01,-108.98,2101,-7,United States,Colorado,San Miguel,391650,default
37.97,-108.98,2103,-7,United States,Colorado,San Miguel,391651,default
37.93,-108.98,2188,-7,United States,Colorado,San Miguel,391652,default
37.89,-108.98,2153,-7,United States,Colorado,San Miguel,391653,default
37.85,-108.98,2097,-7,United States,Colorado,Dolores,391654,default
37.81,-108.98,2055,-7,United States,Colorado,Dolores,391655,default
37.77,-108.98,2037,-7,United States,Colorado,Dolores,391656,default
37.73,-108.98,1996,-7,United States,Colorado,Dolores,391657,default
37.69,-108.98,2000,-7,United States,Colorado,Dolores,391658,default
37.65,-108.98,1998,-7,United States,Colorado,Dolores,391659,default
37.61,-108.98,2027,-7,United States,Colorado,Dolores,391660,default
37.57,-108.98,1954,-7,United States,Colorado,Dolores,391661,default
37.53,-108.98,1864,-7,United States,Colorado,Montezuma,391662,default
37.49,-108.98,1843,-7,United States,Colorado,Montezuma,391663,default
37.45,-108.98,1770,-7,United States,Colorado,Montezuma,391664,default
37.41,-108.98,1661,-7,United States,Colorado,Montezuma,391665,default
37.37,-108.98,1621,-7,United States,Colorado,Montezuma,391666,default
37.33,-108.98,1582,-7,United States,Colorado,Montezuma,391667,default
37.29,-108.98,1615,-7,United States,Colorado,Montezuma,391668,default
37.25,-108.98,1612,-7,United States,Colorado,Montezuma,391669,default
37.21,-108.98,1614,-7,United States,Colorado,Montezuma,391670,default
37.17,-108.98,1528,-7,United States,Colorado,Montezuma,391671,default
37.13,-108.98,1532,-7,United States,Colorado,Montezuma,391672,default
37.09,-108.98,1512,-7,United States,Colorado,Montezuma,391673,default
37.05,-108.98,1489,-7,United States,Colorado,Montezuma,391674,default
37.01,-108.98,1492,-7,United States,Colorado,Montezuma,391675,default
40.97,-108.94,2568,-7,United States,Colorado,Moffat,392447,default
40.93,-108.94,2522,-7,United States,Colorado,Moffat,392448,default
40.89,-108.94,2236,-7,United States,Colorado,Moffat,392449,default
40.85,-108.94,1786,-7,United States,Colorado,Moffat,392450,default
40.81,-108.94,1665,-7,United States,Colorado,Moffat,392451,default
40.77,-108.94,1764,-7,United States,Colorado,Moffat,392452,default
40.73,-108.94,2113,-7,United States,Colorado,Moffat,392453,default
40.69,-108.94,2210,-7,United States,Colorado,Moffat,392454,default
40.65,-108.94,1975,-7,United States,Colorado,Moffat,392455,default
40.61,-108.94,2107,-7,United States,Colorado,Moffat,392456,default
40.57,-108.94,2142,-7,United States,Colorado,Moffat,392457,default
40.53,-108.94,1878,-7,United States,Colorado,Moffat,392458,default
40.49,-108.94,1782,-7,United States,Colorado,Moffat,392459,default
40.45,-108.94,1879,-7,United States,Colorado,Moffat,392460,default
40.41,-108.94,2447,-7,United States,Colorado,Moffat,392461,default
40.37,-108.94,2277,-7,United States,Colorado,Moffat,392462,default
40.33,-108.94,2320,-7,United States,Colorado,Moffat,392463,default
40.29,-108.94,2098,-7,United States,Colorado,Moffat,392464,default
40.25,-108.94,1875,-7,United States,Colorado,Moffat,392465,default
40.21,-108.94,1807,-7,United States,Colorado,Rio Blanco,392466,default
40.17,-108.94,1807,-7,United States,Colorado,Rio Blanco,392467,default
40.13,-108.94,1732,-7,United States,Colorado,Rio Blanco,392468,default
40.09,-108.94,1784,-7,United States,Colorado,Rio Blanco,392469,default
40.05,-108.94,1657,-7,United States,Colorado,Rio Blanco,392470,default
40.01,-108.94,1782,-7,United States,Colorado,Rio Blanco,392471,default
39.97,-108.94,1771,-7,United States,Colorado,Rio Blanco,392472,default
39.93,-108.94,1803,-7,United States,Colorado,Rio Blanco,392473,default
39.89,-108.94,1913,-7,United States,Colorado,Rio Blanco,392474,default
39.85,-108.94,2011,-7,United States,Colorado,Rio Blanco,392475,default
39.81,-108.94,1979,-7,United States,Colorado,Rio Blanco,392476,default
39.77,-108.94,1911,-7,United States,Colorado,Rio Blanco,392477,default
39.73,-108.94,2065,-7,United States,Colorado,Rio Blanco,392478,default
39.69,-108.94,2177,-7,United States,Colorado,Rio Blanco,392479,default
39.65,-108.94,2241,-7,United States,Colorado,Garfield,392480,default
39.61,-108.94,2434,-7,United States,Colorado,Garfield,392481,default
39.57,-108.94,2282,-7,United States,Colorado,Garfield,392482,default
39.53,-108.94,2076,-7,United States,Colorado,Garfield,392483,default
39.49,-108.94,1982,-7,United States,Colorado,Garfield,392484,default
39.45,-108.94,1935,-7,United States,Colorado,Garfield,392485,default
39.41,-108.94,1733,-7,United States,Colorado,Garfield,392486,default
39.37,-108.94,1561,-7,United States,Colorado,Garfield,392487,default
39.33,-108.94,1512,-7,United States,Colorado,Mesa,392488,default
39.29,-108.94,1443,-7,United States,Colorado,Mesa,392489,default
39.25,-108.94,1418,-7,United States,Colorado,Mesa,392490,default
39.21,-108.94,1476,-7,United States,Colorado,Mesa,392491,default
39.17,-108.94,1497,-7,United States,Colorado,Mesa,392492,default
39.13,-108.94,1552,-7,United States,Colorado,Mesa,392493,default
39.09,-108.94,1740,-7,United States,Colorado,Mesa,392494,default
39.05,-108.94,1867,-7,United States,Colorado,Mesa,392495,default
39.01,-108.94,1909,-7,United States,Colorado,Mesa,392496,default
38.97,-108.94,2057,-7,United States,Colorado,Mesa,392497,default
38.93,-108.94,2163,-7,United States,Colorado,Mesa,392498,default
38.89,-108.94,2407,-7,United States,Colorado,Mesa,392499,default
38.85,-108.94,2648,-7,United States,Colorado,Mesa,392500,default
38.81,-108.94,2713,-7,United States,Colorado,Mesa,392501,default
38.77,-108.94,1977,-7,United States,Colorado,Mesa,392502,default
38.73,-108.94,1592,-7,United States,Colorado,Mesa,392503,default
38.69,-108.94,1679,-7,United States,Colorado,Mesa,392504,default
38.65,-108.94,1623,-7,United States,Colorado,Mesa,392505,default
38.61,-108.94,1663,-7,United States,Colorado,Mesa,392506,default
38.57,-108.94,1782,-7,United States,Colorado,Mesa,392507,default
38.53,-108.94,1807,-7,United States,Colorado,Mesa,392508,default
38.49,-108.94,2002,-7,United States,Colorado,Montrose,392509,default
38.45,-108.94,1997,-7,United States,Colorado,Montrose,392510,default
38.41,-108.94,1874,-7,United States,Colorado,Montrose,392511,default
38.37,-108.94,1606,-7,United States,Colorado,Montrose,392512,default
38.33,-108.94,1763,-7,United States,Colorado,Montrose,392513,default
38.29,-108.94,1816,-7,United States,Colorado,Montrose,392514,default
38.25,-108.94,1771,-7,United States,Colorado,Montrose,392515,default
38.21,-108.94,1698,-7,United States,Colorado,Montrose,392516,default
38.17,-108.94,1757,-7,United States,Colorado,Montrose,392517,default
38.13,-108.94,1876,-7,United States,Colorado,San Miguel,392518,default
38.09,-108.94,1864,-7,United States,Colorado,San Miguel,392519,default
38.05,-108.94,1921,-7,United States,Colorado,San Miguel,392520,default
38.01,-108.94,2048,-7,United States,Colorado,San Miguel,392521,default
37.97,-108.94,2237,-7,United States,Colorado,San Miguel,392522,default
37.93,-108.94,2257,-7,United States,Colorado,San Miguel,392523,default
37.89,-108.94,2200,-7,United States,Colorado,San Miguel,392524,default
37.85,-108.94,2149,-7,United States,Colorado,Dolores,392525,default
37.81,-108.94,2096,-7,United States,Colorado,Dolores,392526,default
37.77,-108.94,2059,-7,United States,Colorado,Dolores,392527,default
37.73,-108.94,2016,-7,United States,Colorado,Dolores,392528,default
37.69,-108.94,2006,-7,United States,Colorado,Dolores,392529,default
37.65,-108.94,2022,-7,United States,Colorado,Dolores,392530,default
37.61,-108.94,1965,-7,United States,Colorado,Dolores,392531,default
37.57,-108.94,1980,-7,United States,Colorado,Montezuma,392532,default
37.53,-108.94,1978,-7,United States,Colorado,Montezuma,392533,default
37.49,-108.94,1853,-7,United States,Colorado,Montezuma,392534,default
37.45,-108.94,1811,-7,United States,Colorado,Montezuma,392535,default
37.41,-108.94,1728,-7,United States,Colorado,Montezuma,392536,default
37.37,-108.94,1623,-7,United States,Colorado,Montezuma,392537,default
37.33,-108.94,1606,-7,United States,Colorado,Montezuma,392538,default
37.29,-108.94,1680,-7,United States,Colorado,Montezuma,392539,default
37.25,-108.94,1688,-7,United States,Colorado,Montezuma,392540,default
37.21,-108.94,1675,-7,United States,Colorado,Montezuma,392541,default
37.17,-108.94,1568,-7,United States,Colorado,Montezuma,392542,default
37.13,-108.94,1579,-7,United States,Colorado,Montezuma,392543,default
37.09,-108.94,1534,-7,United States,Colorado,Montezuma,392544,default
37.05,-108.94,1507,-7,United States,Colorado,Montezuma,392545,default
37.01,-108.94,1474,-7,United States,Colorado,Montezuma,392546,default
40.97,-108.9,2572,-7,United States,Colorado,Moffat,393318,default
40.93,-108.9,2515,-7,United States,Colorado,Moffat,393319,default
40.89,-108.9,2452,-7,United States,Colorado,Moffat,393320,default
40.85,-108.9,1975,-7,United States,Colorado,Moffat,393321,default
40.81,-108.9,1681,-7,United States,Colorado,Moffat,393322,default
40.77,-108.9,1660,-7,United States,Colorado,Moffat,393323,default
40.73,-108.9,1748,-7,United States,Colorado,Moffat,393324,default
40.69,-108.9,1994,-7,United States,Colorado,Moffat,393325,default
40.65,-108.9,2191,-7,United States,Colorado,Moffat,393326,default
40.61,-108.9,2294,-7,United States,Colorado,Moffat,393327,default
40.57,-108.9,2230,-7,United States,Colorado,Moffat,393328,default
40.53,-108.9,1980,-7,United States,Colorado,Moffat,393329,default
40.49,-108.9,1763,-7,United States,Colorado,Moffat,393330,default
40.45,-108.9,1793,-7,United States,Colorado,Moffat,393331,default
40.41,-108.9,2280,-7,United States,Colorado,Moffat,393332,default
40.37,-108.9,2320,-7,United States,Colorado,Moffat,393333,default
40.33,-108.9,2463,-7,United States,Colorado,Moffat,393334,default
40.29,-108.9,2149,-7,United States,Colorado,Moffat,393335,default
40.25,-108.9,1865,-7,United States,Colorado,Moffat,393336,default
40.21,-108.9,1775,-7,United States,Colorado,Rio Blanco,393337,default
40.17,-108.9,1713,-7,United States,Colorado,Rio Blanco,393338,default
40.13,-108.9,1662,-7,United States,Colorado,Rio Blanco,393339,default
40.09,-108.9,1664,-7,United States,Colorado,Rio Blanco,393340,default
40.05,-108.9,1731,-7,United States,Colorado,Rio Blanco,393341,default
40.01,-108.9,1754,-7,United States,Colorado,Rio Blanco,393342,default
39.97,-108.9,1815,-7,United States,Colorado,Rio Blanco,393343,default
39.93,-108.9,1831,-7,United States,Colorado,Rio Blanco,393344,default
39.89,-108.9,1922,-7,United States,Colorado,Rio Blanco,393345,default
39.85,-108.9,2041,-7,United States,Colorado,Rio Blanco,393346,default
39.81,-108.9,1983,-7,United States,Colorado,Rio Blanco,393347,default
39.77,-108.9,1995,-7,United States,Colorado,Rio Blanco,393348,default
39.73,-108.9,2276,-7,United States,Colorado,Rio Blanco,393349,default
39.69,-108.9,2317,-7,United States,Colorado,Rio Blanco,393350,default
39.65,-108.9,2439,-7,United States,Colorado,Garfield,393351,default
39.61,-108.9,2430,-7,United States,Colorado,Garfield,393352,default
39.57,-108.9,2152,-7,United States,Colorado,Garfield,393353,default
39.53,-108.9,2101,-7,United States,Colorado,Garfield,393354,default
39.49,-108.9,2030,-7,United States,Colorado,Garfield,393355,default
39.45,-108.9,1961,-7,United States,Colorado,Garfield,393356,default
39.41,-108.9,1768,-7,United States,Colorado,Garfield,393357,default
39.37,-108.9,1556,-7,United States,Colorado,Garfield,393358,default
39.33,-108.9,1491,-7,United States,Colorado,Mesa,393359,default
39.29,-108.9,1450,-7,United States,Colorado,Mesa,393360,default
39.25,-108.9,1395,-7,United States,Colorado,Mesa,393361,default
39.21,-108.9,1438,-7,United States,Colorado,Mesa,393362,default
39.17,-108.9,1461,-7,United States,Colorado,Mesa,393363,default
39.13,-108.9,1663,-7,United States,Colorado,Mesa,393364,default
39.09,-108.9,1857,-7,United States,Colorado,Mesa,393365,default
39.05,-108.9,1910,-7,United States,Colorado,Mesa,393366,default
39.01,-108.9,1989,-7,United States,Colorado,Mesa,393367,default
38.97,-108.9,2046,-7,United States,Colorado,Mesa,393368,default
38.93,-108.9,2202,-7,United States,Colorado,Mesa,393369,default
38.89,-108.9,2459,-7,United States,Colorado,Mesa,393370,default
38.85,-108.9,2711,-7,United States,Colorado,Mesa,393371,default
38.81,-108.9,2733,-7,United States,Colorado,Mesa,393372,default
38.77,-108.9,1939,-7,United States,Colorado,Mesa,393373,default
38.73,-108.9,1683,-7,United States,Colorado,Mesa,393374,default
38.69,-108.9,1972,-7,United States,Colorado,Mesa,393375,default
38.65,-108.9,2057,-7,United States,Colorado,Mesa,393376,default
38.61,-108.9,1791,-7,United States,Colorado,Mesa,393377,default
38.57,-108.9,1692,-7,United States,Colorado,Mesa,393378,default
38.53,-108.9,1724,-7,United States,Colorado,Mesa,393379,default
38.49,-108.9,1698,-7,United States,Colorado,Montrose,393380,default
38.45,-108.9,1772,-7,United States,Colorado,Montrose,393381,default
38.41,-108.9,2022,-7,United States,Colorado,Montrose,393382,default
38.37,-108.9,1602,-7,United States,Colorado,Montrose,393383,default
38.33,-108.9,1612,-7,United States,Colorado,Montrose,393384,default
38.29,-108.9,1724,-7,United States,Colorado,Montrose,393385,default
38.25,-108.9,1917,-7,United States,Colorado,Montrose,393386,default
38.21,-108.9,1783,-7,United States,Colorado,Montrose,393387,default
38.17,-108.9,1710,-7,United States,Colorado,Montrose,393388,default
38.13,-108.9,1988,-7,United States,Colorado,San Miguel,393389,default
38.09,-108.9,1779,-7,United States,Colorado,San Miguel,393390,default
38.05,-108.9,1766,-7,United States,Colorado,San Miguel,393391,default
38.01,-108.9,1924,-7,United States,Colorado,San Miguel,393392,default
37.97,-108.9,2197,-7,United States,Colorado,San Miguel,393393,default
37.93,-108.9,2307,-7,United States,Colorado,San Miguel,393394,default
37.89,-108.9,2276,-7,United States,Colorado,San Miguel,393395,default
37.85,-108.9,2223,-7,United States,Colorado,Dolores,393396,default
37.81,-108.9,2139,-7,United States,Colorado,Dolores,393397,default
37.77,-108.9,2087,-7,United States,Colorado,Dolores,393398,default
37.73,-108.9,2029,-7,United States,Colorado,Dolores,393399,default
37.69,-108.9,2003,-7,United States,Colorado,Dolores,393400,default
37.65,-108.9,1983,-7,United States,Colorado,Dolores,393401,default
37.61,-108.9,1996,-7,United States,Colorado,Montezuma,393402,default
37.57,-108.9,2055,-7,United States,Colorado,Montezuma,393403,default
37.53,-108.9,2009,-7,United States,Colorado,Montezuma,393404,default
37.49,-108.9,1908,-7,United States,Colorado,Montezuma,393405,default
37.45,-108.9,1848,-7,United States,Colorado,Montezuma,393406,default
37.41,-108.9,1720,-7,United States,Colorado,Montezuma,393407,default
37.37,-108.9,1722,-7,United States,Colorado,Montezuma,393408,default
37.33,-108.9,1650,-7,United States,Colorado,Montezuma,393409,default
37.29,-108.9,1723,-7,United States,Colorado,Montezuma,393410,default
37.25,-108.9,1805,-7,United States,Colorado,Montezuma,393411,default
37.21,-108.9,1766,-7,United States,Colorado,Montezuma,393412,default
37.17,-108.9,1622,-7,United States,Colorado,Montezuma,393413,default
37.13,-108.9,1604,-7,United States,Colorado,Montezuma,393414,default
37.09,-108.9,1575,-7,United States,Colorado,Montezuma,393415,default
37.05,-108.9,1524,-7,United States,Colorado,Montezuma,393416,default
37.01,-108.9,1486,-7,United States,Colorado,Montezuma,393417,default
40.97,-108.86,2648,-7,United States,Colorado,Moffat,394189,default
40.93,-108.86,2465,-7,United States,Colorado,Moffat,394190,default
40.89,-108.86,2536,-7,United States,Colorado,Moffat,394191,default
40.85,-108.86,2290,-7,United States,Colorado,Moffat,394192,default
40.81,-108.86,1847,-7,United States,Colorado,Moffat,394193,default
40.77,-108.86,1684,-7,United States,Colorado,Moffat,394194,default
